what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127048720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127054844
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345127057356
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127069039
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127080133
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345127082449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127083694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127088895
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345127088989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127089642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127097928
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345127101199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127101630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127101948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127102373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127102660
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127103046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127103431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127103775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127104094
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127104366
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127104791
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127105140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127105437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127105773
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127106237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127106646
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127107070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127107463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127107888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127108978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127113200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127115889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127120999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127121584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127121933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127122154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127122598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345127123447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127134907
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345127136339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127137944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127141299
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345127141402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127142025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127148633
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345127150482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127155421
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345127156658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127157908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127161530
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345127161629
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127163470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127546541
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345127548580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127552267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127574867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127577857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127579760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127584407
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127586534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127592881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127595167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127598978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127600247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127602652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127635008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127638289
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345127640202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127641312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127644853
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345127644933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127671260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127727765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127733360
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127828331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127829766
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127856442
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345127864723
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127869272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127869549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127870004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127870292
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127870601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1345127871563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345127872657
activated,view,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.PackageExplorer",1345127873749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127874868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127877828
executed,command,com.pittypanda.plugins.couch,1.0.0.201010261838,"com.pittypanda.plugins.couch.commands.push",1345127877905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345127879127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128038566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128041109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128045338
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345128052042
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128056805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128058095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128059553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128936259
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1345128939041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345128945850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345129009268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345129011383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345129011835
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345129012475
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1345129012937
